48,0,0,0,0,2,no
103,0,0,0,0,19,yes
30,0,0,0,0,2,no
25,0,0,0,0,3,no
29,0,0,0,0,3,no
26,0,0,0,0,2,no
89,0,0,0,0,6,yes
36,0,0,0,0,2,no
98,1,1,0,0,8,yes
31,0,0,0,0,2,no
30,0,0,0,0,2,no
99,0,0,0,0,29,yes
115,0,0,0,0,25,yes
24,0,0,0,0,5,no
44,0,0,0,0,3,no
65,0,0,0,0,3,no
35,0,0,0,0,3,no
30,0,0,0,0,3,no
52,0,0,0,0,3,no
42,0,0,0,0,2,no
169,1,0,0,0,31,yes
40,0,0,0,0,2,no
33,0,0,0,0,4,no
91,0,0,0,0,9,yes
26,0,0,0,0,2,no
78,0,0,0,0,2,no
30,0,0,0,0,3,no
28,0,0,0,0,2,no
45,0,0,0,0,3,no
53,0,0,0,0,2,no
103,0,0,0,0,2,no
25,0,0,0,0,3,no
28,0,0,0,0,4,no
25,0,0,0,0,2,no
31,0,0,0,0,5,no
26,0,0,0,0,2,no
30,0,0,0,0,2,no
28,0,0,0,0,4,no
59,0,0,0,0,3,no
29,0,0,0,0,2,no
30,0,0,0,0,3,no
26,0,0,0,0,2,no
39,0,0,0,0,5,no
35,0,0,0,0,2,no
52,0,0,0,0,5,no
36,0,0,0,0,2,no
44,0,0,0,0,2,no
26,0,0,0,0,2,no
44,0,0,0,0,2,no
52,0,0,0,0,3,no
33,0,0,0,0,2,no
34,0,0,0,0,2,no
27,0,0,0,0,2,no
114,0,0,0,0,14,yes
100,0,0,0,0,3,no
28,0,0,0,0,2,no
44,0,0,0,0,2,no
36,0,0,0,0,3,no
45,0,0,0,0,4,no
108,1,1,0,0,20,yes
40,0,0,0,0,2,no
102,0,0,0,0,16,yes
33,0,0,0,0,2,no
28,0,0,0,0,2,no
43,0,0,0,0,4,no
38,0,0,0,0,4,no
52,0,0,0,0,2,no
45,0,0,0,0,2,no
50,0,0,0,0,7,no
49,0,0,0,0,2,no
32,0,0,0,0,2,no
34,0,0,0,0,2,no
37,0,0,0,0,2,no
31,0,0,0,0,4,no
29,0,0,0,0,3,no
31,0,0,0,0,2,no
35,0,0,0,0,4,no
31,0,0,0,0,2,no
26,0,0,0,0,2,no
62,0,0,0,0,4,no
50,0,0,0,0,3,no
27,0,0,0,0,2,no
110,0,0,0,0,10,yes
31,0,0,0,0,3,no
42,0,0,0,0,3,no
26,0,0,0,0,2,no
38,0,0,0,0,5,no
28,0,0,0,0,3,no
26,0,0,0,0,2,no
26,0,0,0,0,2,no
51,0,0,0,0,9,no
77,0,0,0,0,6,no
54,0,0,0,0,2,no
27,0,0,0,0,2,no
106,0,0,0,0,14,yes
105,0,0,0,0,16,yes
48,0,0,0,0,3,no
47,0,0,0,0,4,no
82,0,0,0,0,2,no
27,0,0,0,0,2,no
38,0,0,0,0,6,no
39,0,0,0,0,2,no
36,0,0,0,0,3,no
29,0,0,0,0,3,no
38,0,0,0,0,3,no
32,0,0,0,0,2,no
32,0,0,0,0,3,no
30,0,0,0,0,2,no
42,0,0,0,0,2,no
32,0,0,0,0,2,no
46,0,0,0,0,2,no
111,0,0,0,0,12,yes
33,0,0,0,0,3,no
28,0,0,0,0,2,no
43,0,0,0,0,3,no
32,0,0,0,0,3,no
46,0,0,0,0,5,no
40,0,0,0,0,2,no
31,0,0,0,0,3,no
30,0,0,0,0,3,no
32,0,0,0,0,2,no
29,0,0,0,0,3,no
33,0,0,0,0,3,no
30,0,0,0,0,2,no
43,0,0,0,0,3,no
41,0,0,0,0,3,no
27,0,0,0,0,2,no
35,0,0,0,0,2,no
49,0,0,0,0,4,no
42,0,0,0,0,2,no
24,0,0,0,0,2,no
46,0,0,0,0,3,no
27,0,0,0,0,3,no
58,0,0,0,0,2,no
29,0,0,0,0,2,no
40,0,0,0,0,8,yes
35,0,0,0,0,2,no
32,0,0,0,0,2,no
44,0,0,0,0,3,no
42,0,0,0,0,4,no
28,0,0,0,0,2,no
26,0,0,0,0,5,no
113,0,0,0,0,13,yes
26,0,0,0,0,2,no
46,0,0,0,0,3,no
39,0,0,0,0,2,no
31,0,0,0,0,4,no
44,0,0,0,0,2,no
29,0,0,0,0,2,no
31,0,0,0,0,2,no
38,0,0,0,0,2,no
30,0,0,0,0,4,no
32,0,0,0,0,2,no
39,0,0,0,0,2,no
27,0,0,0,0,2,no
28,0,0,0,0,2,no
48,0,0,0,0,2,no
37,0,0,0,0,3,no
45,0,0,0,0,2,no
39,0,0,0,0,3,no
40,0,0,0,0,3,no
106,0,0,0,0,6,yes
